heroId1,heroId2,winsAverage,synergy,matchCount
1,2,0.50325,2.0495,10509
1,3,0.505,1.637,1393
1,4,0.52525,0.5114999999999998,1306
1,5,0.4625,0.05624999999999994,6735
1,6,0.51675,2.75475,632
1,7,0.483,0.17600000000000005,13163
1,8,0.504,1.61725,593
1,9,0.3885,-2.989,1484
1,10,0.4595,-2.7545,1281
1,11,0.43425,-2.528,4548
1,12,0.36725,-7.3365,87
1,13,0.4505,-2.9635,7623
1,14,0.46575,0.5880000000000001,15098
1,15,0.47725,0.2422499999999999,2822
1,16,0.484,1.38825,3179
1,17,0.44875,-2.6100000000000003,6290
1,18,0.4015,-3.452,264
1,19,0.4665,-0.41100000000000003,7628
1,20,0.49075,-1.093,7002
1,21,0.401,-0.34249999999999997,2810
1,22,0.48075,-0.32475,9782
1,23,0.4775,1.29875,1882
1,25,0.50425,0.8614999999999999,15561
1,26,0.476,0.34400000000000003,16738
1,27,0.49775,-0.5115000000000001,8047
1,28,0.458,-0.89625,2586
1,29,0.49875,-0.007249999999999979,6066
1,30,0.4735,0.364,9670
1,31,0.5407500000000001,1.6292499999999999,19192
1,32,0.49475,2.2432499999999997,1033
1,33,0.52825,1.71975,2047
1,34,0.48525,0.19,2037
1,35,0.4565,0.4292500000000001,7798
1,36,0.48175,0.8280000000000001,5158
1,37,0.493,1.4027500000000002,4228
1,38,0.47125,-0.5815000000000001,4212
1,39,0.4505,-1.69275,10681
1,40,0.4675,0.6565000000000001,6271
1,41,0.41300000000000003,-1.98625,418
1,42,0.4955,1.25125,2183
1,43,0.5005,2.70175,1508
1,44,0.44025000000000003,-3.53475,1085
1,45,0.499,1.10375,3920
1,46,0.44675,0.09424999999999972,1955
1,47,0.51925,3.5075,3158
1,48,0.427,-0.12250000000000005,231
1,49,0.46825,-0.17275000000000007,2578
1,50,0.4885,2.7165,3917
1,51,0.5145,0.60125,8942
1,52,0.449,-3.0425,1809
1,53,0.4385,-1.822,2972
1,54,0.46075,-5.57175,576
1,55,0.46075,-1.3295000000000001,940
1,56,0.50375,0.9287500000000001,1093
1,57,0.499,0.9100000000000001,839
1,58,0.4455,0.713,1101
1,59,0.4825,-0.768,3454
1,60,0.48824999999999996,-2.2800000000000002,7594
1,61,0.5175000000000001,-0.3889999999999999,2067
1,62,0.505,-0.64625,6160
1,63,0.5015000000000001,2.9610000000000003,1798
1,64,0.47425,0.90875,7766
1,65,0.42325,-1.51525,1617
1,66,0.44625,-1.9152500000000001,391
1,67,0.49275,0.61425,1189
1,68,0.471,-0.5785,3688
1,69,0.46399999999999997,0.45425,4986
1,70,0.4915,0.6577499999999997,980
1,71,0.46075,-2.037,6910
1,72,0.46675,0.025000000000000022,2102
1,73,0.497,0.10875000000000001,2338
1,74,0.5,1.678,10708
1,75,0.4945,0.46525000000000005,6312
1,76,0.487,0.10100000000000003,4164
1,77,0.498,-0.27275,3023
1,78,0.49225,-0.6817500000000001,924
1,79,0.46399999999999997,-1.61675,4820
1,80,0.5415000000000001,1.21225,1429
1,81,0.4605,-0.7270000000000001,779
1,82,0.50225,-1.8490000000000002,852
1,83,0.47025,0.59925,1630
1,84,0.48524999999999996,-0.89975,11094
1,85,0.4965,0.05725000000000002,5126
1,86,0.45725,0.715,15078
1,87,0.46475,-2.08675,5794
1,88,0.482,-0.712,9257
1,89,0.41900000000000004,-1.3904999999999998,112
1,90,0.50525,1.42175,1369
1,91,0.45825,-5.47675,1310
1,92,0.52275,-0.921,2256
1,93,0.47575,1.0065,1060
1,94,0.46875,-2.2722499999999997,909
1,95,0.4,-6.729,113
1,96,0.4675,-0.774,4259
1,97,0.45675,-1.5315,13260
1,98,0.45875,-0.40225,6238
1,99,0.4755,0.15100000000000002,5392
1,100,0.4495,-0.769,5045
1,101,0.463,-0.16799999999999998,3533
1,102,0.556,2.26775,8855
1,103,0.53525,1.34525,1233
1,104,0.5055000000000001,0.20725000000000002,10741
1,105,0.427,-0.07624999999999998,4153
1,106,0.46925,-1.2235,4050
1,107,0.49524999999999997,-0.26375,4103
1,108,0.46799999999999997,-0.83175,2314
1,109,0.498,2.957,1257
1,110,0.50775,1.7277500000000001,6574
1,111,0.5095000000000001,-0.42025,3931
1,112,0.51175,0.967,2200
1,113,0.52375,1.834,1039
1,114,0.44325000000000003,-1.1275,2884
1,119,0.46625,-1.1712500000000001,5528
1,120,0.45025000000000004,-0.19499999999999995,2606
1,121,0.45975,-0.21,3684
1,123,0.42825,-1.13875,5790
1,126,0.458,-3.3880000000000003,3087
1,128,0.4535,0.60775,2939
1,129,0.44575,-0.8805000000000001,7134
1,131,0.488,1.4914999999999998,3032
1,135,0.50575,0.23025,10270
1,136,0.46275,-3.5402500000000003,3443
1,137,0.44125,-0.611,1871
1,138,0.45475,-0.4034999999999999,2621
1,145,0.483,-0.5599999999999999,2958
2,1,0.5025,1.9745,9710
2,3,0.50075,-0.9259999999999999,1436
2,4,0.55025,0.87375,6391
2,5,0.47275,-1.0565,7267
2,6,0.51625,0.567,10007
2,7,0.491,-1.1615000000000002,9456
2,8,0.51325,0.4045,9535
2,9,0.4445,0.47350000000000003,1652
2,10,0.517,0.85775,11397
2,11,0.48424999999999996,0.33375,8082
2,12,0.45999999999999996,-0.19925000000000012,1194
2,13,0.50275,0.1235,7905
2,14,0.48075,-0.04999999999999993,13315
2,15,0.5065,1.029,2199
2,16,0.4845,-0.6997500000000001,943
2,17,0.48124999999999996,-1.4975,6487
2,18,0.43574999999999997,-2.1647499999999997,893
2,19,0.4925,0.051500000000000046,6281
2,20,0.505,-1.8057500000000002,5713
2,21,0.4245,-0.13024999999999998,2556
2,22,0.50725,0.18775000000000003,12122
2,23,0.46599999999999997,-1.98875,906
2,25,0.5145,-0.25125,18750
2,26,0.47675,-1.7185,18401
2,27,0.5155000000000001,-0.874,8355
2,28,0.54825,5.99125,394
2,29,0.47675,-4.345,439
2,30,0.4935,0.22625000000000003,10916
2,31,0.5377500000000001,-0.80875,21218
2,32,0.45899999999999996,-3.4695,1555
2,33,0.527,-0.5432500000000002,790
2,34,0.533,2.8272500000000003,2387
2,35,0.47,-0.35850000000000004,9882
2,36,0.4925,-0.2345,4415
2,37,0.51025,0.9894999999999999,4715
2,38,0.45025,-4.81925,311
2,39,0.485,-0.38075000000000003,11828
2,40,0.49424999999999997,1.19375,7008
2,41,0.46025,0.601,2487
2,42,0.48375,-2.06175,2228
2,43,0.4665,-2.83575,1094
2,44,0.49175,-0.52225,15074
2,45,0.52075,1.14125,4250
2,46,0.47725,1.0065,4879
2,47,0.50575,0.019500000000000017,2259
2,48,0.437,-1.2605,1601
2,49,0.4815,-0.9855,6507
2,50,0.4795,-0.32125,4813
2,51,0.52725,-0.26149999999999995,9276
2,52,0.5135000000000001,1.27,2000
2,53,0.47850000000000004,0.04025000000000001,3147
2,54,0.5495000000000001,1.1655,7994
2,55,0.43325,-6.21725,135
2,56,0.54625,3.04125,1643
2,57,0.519,0.772,823
2,58,0.49775,3.8,1040
2,59,0.5115000000000001,-0.005499999999999949,3668
2,60,0.50075,-3.168,697
2,61,0.5720000000000001,2.9234999999999998,1744
2,62,0.55625,2.3415,6444
2,63,0.4965,0.3235,3097
2,64,0.478,-0.85375,8459
2,65,0.44725,-1.253,1407
2,66,0.4795,-0.72825,384
2,67,0.5125,0.45149999999999996,14567
2,68,0.503,0.48349999999999993,4540
2,69,0.448,-3.2835,833
2,70,0.5005,-0.58,7510
2,71,0.49724999999999997,-0.5247499999999999,5386
2,72,0.48624999999999996,-0.16274999999999995,5198
2,73,0.508,-0.9289999999999999,8398
2,74,0.511,0.64,12172
2,75,0.52425,1.30225,7669
2,76,0.51575,0.8385,4799
2,77,0.56075,3.86425,1092
2,78,0.5549999999999999,3.4557499999999997,132
2,79,0.5085,0.6955,5136
2,80,0.58,2.9245,1509
2,81,0.50175,1.2597500000000001,741
2,82,0.5545,1.2382500000000003,1141
2,83,0.50325,1.7614999999999998,1679
2,84,0.514,-0.16249999999999998,11550
2,85,0.51975,0.24450000000000005,4225
2,86,0.46575,-0.57275,16324
2,87,0.5015000000000001,-0.54975,6397
2,88,0.4955,-1.4997500000000001,9522
2,89,0.47200000000000003,1.77175,276
2,90,0.49075,-2.1660000000000004,1397
2,91,0.5549999999999999,2.0605,2248
2,92,0.5605,0.71625,974
2,93,0.46925,-1.78125,6606
2,94,0.52075,0.79025,5160
2,95,0.493,0.4335000000000001,1227
2,96,0.38925,-10.7365,230
2,97,0.47950000000000004,-1.39425,6341
2,98,0.49575,1.1600000000000001,1716
2,99,0.5105,1.513,1325
2,100,0.45575,-2.2817499999999997,4835
2,101,0.494,0.79425,4717
2,102,0.59875,4.40475,9083
2,103,0.552,0.8827499999999999,862
2,104,0.48924999999999996,-3.5555000000000003,1380
2,105,0.445,-0.41425,4171
2,106,0.5055000000000001,0.264,4368
2,107,0.52125,0.19825000000000004,3542
2,108,0.392,-10.56925,186
2,109,0.493,0.31925000000000003,2531
2,110,0.5225,1.0647499999999999,6248
2,111,0.5660000000000001,3.092,4029
2,112,0.5427500000000001,1.9292500000000001,2126
2,113,0.55025,2.34625,1310
2,114,0.47025,-0.5650000000000001,5661
2,119,0.49224999999999997,-0.70875,5806
2,120,0.4625,-1.10775,1664
2,121,0.4935,1.0275,3896
2,123,0.4665,0.5485,6054
2,126,0.5055000000000001,-0.7755000000000001,3340
2,128,0.47,0.11975,3167
2,129,0.48724999999999996,1.13175,715
2,131,0.5065,1.2040000000000002,3427
2,135,0.503,-2.1825,1845
2,136,0.529,0.9472499999999999,3775
2,137,0.5065,3.77625,547
2,138,0.47850000000000004,-0.16600000000000004,3402
2,145,0.50925,-0.07274999999999998,6156
3,1,0.507,1.8370000000000002,1272
3,2,0.48450000000000004,-2.5509999999999997,1389
3,4,0.56575,1.83625,992
3,5,0.47625,-1.294,520
3,6,0.52,0.3545,1112
3,7,0.5115000000000001,0.30049999999999993,1630
3,8,0.514,-0.10800000000000004,1229
3,9,0.41000000000000003,-3.5645,232
3,10,0.50325,-1.105,1582
3,11,0.49875,1.1967499999999998,927
3,12,0.55575,8.788,171
3,13,0.50925,0.18599999999999997,968
3,14,0.48224999999999996,-0.4875,1838
3,15,0.49874999999999997,-0.33325000000000005,571
3,16,0.52675,2.93775,442
3,17,0.491,-1.1105,680
3,18,0.38075000000000003,-8.25225,117
3,19,0.514,1.61375,1004
3,20,0.53325,0.43175,702
3,21,0.439,0.7319999999999999,348
3,22,0.508,-0.32525000000000004,1140
3,23,0.45225,-3.9517500000000005,266
3,25,0.5377500000000001,1.48625,2056
3,26,0.48625,-1.35625,1419
3,27,0.5155,-1.46175,563
3,28,0.49724999999999997,0.3034999999999999,356
3,29,0.5355000000000001,0.9422499999999999,834
3,30,0.478,-1.9115000000000002,747
3,31,0.56575,1.40375,1563
3,32,0.49375,-0.5820000000000001,219
3,33,0.5137499999999999,-2.4555000000000007,251
3,34,0.5145,0.3894999999999999,230
3,35,0.45525,-2.42125,917
3,36,0.4655,-3.5222499999999997,627
3,37,0.57525,6.90225,312
3,38,0.501,-0.3320000000000001,610
3,39,0.5105,1.582,1333
3,40,0.459,-2.919,572
3,41,0.47125,1.1132499999999999,367
3,42,0.498,-1.224,560
3,43,0.54375,4.3015,193
3,44,0.48924999999999996,-1.3599999999999999,1915
3,45,0.48425,-3.0965000000000003,337
3,46,0.48424999999999996,1.119,635
3,47,0.50475,-0.6677500000000001,392
3,48,0.3725,-8.29825,174
3,49,0.50325,0.60175,1127
3,50,0.4525,-3.609,318
3,51,0.5527500000000001,1.70075,833
3,52,0.49050000000000005,-1.61775,222
3,53,0.48575,0.1775,387
3,54,0.54175,-0.197,1074
3,55,0.5485,4.72025,136
3,56,0.5549999999999999,3.328499999999999,171
3,57,0.57175,5.4595,98
3,58,0.47675,1.1124999999999996,99
3,59,0.492,-2.54325,484
3,60,0.56125,2.2944999999999998,1110
3,61,0.55525,0.6607500000000003,331
3,62,0.544,0.5285,713
3,63,0.50175,0.26049999999999995,410
3,64,0.46275,-2.96675,565
3,65,0.5,3.43425,171
3,66,0.48925,-0.3407499999999999,28
3,67,0.50975,-0.41125,2046
3,68,0.52125,1.721,327
3,69,0.4755,-1.121,730
3,70,0.505,-0.7177499999999999,1030
3,71,0.46875,-3.9625,788
3,72,0.48050000000000004,-1.32525,612
3,73,0.54525,2.2085,1344
3,74,0.499,-1.1475,1276
3,75,0.51925,0.21475,607
3,76,0.5257499999999999,1.25075,456
3,77,0.51275,-1.52325,471
3,78,0.53225,0.5927500000000002,128
3,79,0.47950000000000004,-2.79225,377
3,80,0.503,-5.36325,195
3,81,0.501,0.5975000000000001,188
3,82,0.56,1.2005,158
3,83,0.53975,4.824,136
3,84,0.515,-0.65025,1006
3,85,0.536,1.28175,586
3,86,0.481,0.3645,1492
3,87,0.5197499999999999,0.68775,467
3,88,0.5137499999999999,-0.26249999999999996,1049
3,89,0.414,-4.616,47
3,90,0.52825,0.99625,170
3,91,0.56425,2.3975000000000004,227
3,92,0.5605,0.12874999999999992,315
3,93,0.4835,-0.9439999999999997,833
3,94,0.551,3.22725,632
3,95,0.39975,-9.47925,168
3,96,0.51875,1.62575,608
3,97,0.4925,-0.6819999999999999,1835
3,98,0.50875,1.87225,973
3,99,0.51525,1.4005,906
3,100,0.44975,-3.4695,571
3,101,0.5137499999999999,2.1814999999999998,309
3,102,0.5682499999999999,0.7669999999999999,805
3,103,0.51875,-3.03,135
3,104,0.509,-2.16825,1525
3,105,0.5405,8.5485,391
3,106,0.48175,-2.69875,498
3,107,0.55825,3.311,484
3,108,0.5690000000000001,6.54275,350
3,109,0.49225,-0.3434999999999999,434
3,110,0.5345,1.6775000000000002,707
3,111,0.4885,-5.24575,314
3,112,0.49525,-3.4085,216
3,113,0.53075,-0.1915,152
3,114,0.45825,-2.3529999999999998,733
3,119,0.48225,-2.2965,493
3,120,0.511,3.1544999999999996,387
3,121,0.48425,-0.4854999999999998,383
3,123,0.46575,-0.11424999999999996,542
3,126,0.52725,0.8117500000000002,390
3,128,0.44475,-2.99275,306
3,129,0.49875,1.69375,1012
3,131,0.47750000000000004,-2.28375,277
3,135,0.542,1.12975,1516
3,136,0.52325,-0.21575,447
3,137,0.45899999999999996,-1.5612499999999996,223
3,138,0.481,-0.5039999999999999,371
3,145,0.53625,2.0397499999999997,887
4,1,0.531,1.0865,1306
4,2,0.5515000000000001,0.99875,6800
4,3,0.56225,1.48625,1064
4,5,0.50475,-1.5945,4882
4,6,0.5435,-0.4460000000000002,1193
4,7,0.52675,-1.32425,8149
4,8,0.52525,-2.13325,1188
4,9,0.48750000000000004,1.0355,938
4,10,0.5205,-2.5305,1709
4,11,0.48775,-3.05375,2789
4,12,0.517,1.7627499999999998,129
4,13,0.5497500000000001,1.08575,4864
4,14,0.52125,0.26225,11081
4,15,0.5295000000000001,-0.40875,2464
4,16,0.5135000000000001,-1.5375,2055
4,17,0.54175,0.8147500000000001,4144
4,18,0.5035000000000001,0.8722500000000001,214
4,19,0.52375,-0.5617500000000001,4936
4,20,0.54425,-1.6185,4695
4,21,0.48975,2.65675,1731
4,22,0.5477500000000001,0.49974999999999997,8154
4,23,0.541,1.7730000000000001,1139
4,25,0.53725,-1.71425,11656
4,26,0.5325,0.11825,11983
4,27,0.577,1.53775,5510
4,28,0.529,0.32825000000000004,1659
4,29,0.54825,-0.933,4551
4,30,0.52375,-0.48675,6688
4,31,0.578,-0.5215,14273
4,32,0.56825,3.7175,849
4,33,0.5932499999999999,2.344,1385
4,34,0.57875,3.6645000000000003,1423
4,35,0.5275,1.65325,5338
4,36,0.491,-4.1225000000000005,3594
4,37,0.542,0.427,2880
4,38,0.53225,-0.35724999999999996,2892
4,39,0.5205,-0.5685,7656
4,40,0.509,-1.0692499999999998,4406
4,41,0.518,2.638,426
4,42,0.565,2.3255,1602
4,43,0.5275000000000001,-0.47399999999999975,1105
4,44,0.51025,-2.41025,1732
4,45,0.5655,1.878,3033
4,46,0.52275,1.8185,1459
4,47,0.5327500000000001,-1.0179999999999998,2160
4,48,0.4845,-0.24825000000000008,207
4,49,0.53125,0.25150000000000006,2280
4,50,0.5285,0.84075,2347
4,51,0.57475,0.7502500000000001,6943
4,52,0.56775,2.95675,1295
4,53,0.519,0.35225,2211
4,54,0.55425,-2.0975,967
4,55,0.5105,-2.23025,616
4,56,0.61025,5.7035,810
4,57,0.5525,0.3842500000000001,531
4,58,0.53175,3.4619999999999997,781
4,59,0.5375000000000001,-1.14375,2615
4,60,0.57175,0.19425,5806
4,61,0.59375,1.3605000000000003,1255
4,62,0.5782499999999999,0.8029999999999999,4746
4,63,0.518,-1.2645,1278
4,64,0.523,-0.09200000000000004,4853
4,65,0.4545,-4.266,1168
4,66,0.484,-4.016249999999999,243
4,67,0.53525,-1.0115,2074
4,68,0.548,1.24575,2712
4,69,0.52525,0.7035,3860
4,70,0.5525,0.8819999999999999,1161
4,71,0.554,1.41225,4441
4,72,0.526,0.07425000000000004,1698
4,73,0.521,-3.3667499999999997,2252
4,74,0.5445,0.25225,6738
4,75,0.565,1.6395,5758
4,76,0.5395,-0.52475,2939
4,77,0.5680000000000001,0.8514999999999999,2383
4,78,0.5355,-2.2325,557
4,79,0.545,0.6075,3277
4,80,0.593,0.4865,984
